"STATISTIC","Statistic","TLIST(D1)","Day","C02199V02655","Sex","UNIT","VALUE"
"RIP02C01","RIP.ie death notices","2020M07D28","2020 July 28","-","Both sexes","Number","44"
"RIP02C01","RIP.ie death notices","2020M07D28","2020 July 28","1","Male","Number","34"
"RIP02C01","RIP.ie death notices","2020M07D28","2020 July 28","2","Female","Number","10"
"RIP02C01","RIP.ie death notices","2020M07D29","2020 July 29","-","Both sexes","Number","66"
"RIP02C01","RIP.ie death notices","2020M07D29","2020 July 29","1","Male","Number","30"
"RIP02C01","RIP.ie death notices","2020M07D29","2020 July 29","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2020M07D30","2020 July 30","-","Both sexes","Number","84"
"RIP02C01","RIP.ie death notices","2020M07D30","2020 July 30","1","Male","Number","43"
"RIP02C01","RIP.ie death notices","2020M07D30","2020 July 30","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2020M07D31","2020 July 31","-","Both sexes","Number","62"
"RIP02C01","RIP.ie death notices","2020M07D31","2020 July 31","1","Male","Number","31"
"RIP02C01","RIP.ie death notices","2020M07D31","2020 July 31","2","Female","Number","31"
"RIP02C01","RIP.ie death notices","2020M08D01","2020 August 01","-","Both sexes","Number","71"
"RIP02C01","RIP.ie death notices","2020M08D01","2020 August 01","1","Male","Number","38"
"RIP02C01","RIP.ie death notices","2020M08D01","2020 August 01","2","Female","Number","33"
"RIP02C01","RIP.ie death notices","2020M08D02","2020 August 02","-","Both sexes","Number","76"
"RIP02C01","RIP.ie death notices","2020M08D02","2020 August 02","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2020M08D02","2020 August 02","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2020M08D03","2020 August 03","-","Both sexes","Number","78"
"RIP02C01","RIP.ie death notices","2020M08D03","2020 August 03","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2020M08D03","2020 August 03","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M08D04","2020 August 04","-","Both sexes","Number","67"
"RIP02C01","RIP.ie death notices","2020M08D04","2020 August 04","1","Male","Number","32"
"RIP02C01","RIP.ie death notices","2020M08D04","2020 August 04","2","Female","Number","35"
"RIP02C01","RIP.ie death notices","2020M08D05","2020 August 05","-","Both sexes","Number","88"
"RIP02C01","RIP.ie death notices","2020M08D05","2020 August 05","1","Male","Number","49"
"RIP02C01","RIP.ie death notices","2020M08D05","2020 August 05","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M08D06","2020 August 06","-","Both sexes","Number","75"
"RIP02C01","RIP.ie death notices","2020M08D06","2020 August 06","1","Male","Number","48"
"RIP02C01","RIP.ie death notices","2020M08D06","2020 August 06","2","Female","Number","27"
"RIP02C01","RIP.ie death notices","2020M08D07","2020 August 07","-","Both sexes","Number","88"
"RIP02C01","RIP.ie death notices","2020M08D07","2020 August 07","1","Male","Number","49"
"RIP02C01","RIP.ie death notices","2020M08D07","2020 August 07","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M08D08","2020 August 08","-","Both sexes","Number","64"
"RIP02C01","RIP.ie death notices","2020M08D08","2020 August 08","1","Male","Number","34"
"RIP02C01","RIP.ie death notices","2020M08D08","2020 August 08","2","Female","Number","30"
"RIP02C01","RIP.ie death notices","2020M08D09","2020 August 09","-","Both sexes","Number","71"
"RIP02C01","RIP.ie death notices","2020M08D09","2020 August 09","1","Male","Number","35"
"RIP02C01","RIP.ie death notices","2020M08D09","2020 August 09","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2020M08D10","2020 August 10","-","Both sexes","Number","75"
"RIP02C01","RIP.ie death notices","2020M08D10","2020 August 10","1","Male","Number","38"
"RIP02C01","RIP.ie death notices","2020M08D10","2020 August 10","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2020M08D11","2020 August 11","-","Both sexes","Number","68"
"RIP02C01","RIP.ie death notices","2020M08D11","2020 August 11","1","Male","Number","40"
"RIP02C01","RIP.ie death notices","2020M08D11","2020 August 11","2","Female","Number","28"
"RIP02C01","RIP.ie death notices","2020M08D12","2020 August 12","-","Both sexes","Number","76"
"RIP02C01","RIP.ie death notices","2020M08D12","2020 August 12","1","Male","Number","37"
"RIP02C01","RIP.ie death notices","2020M08D12","2020 August 12","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M08D13","2020 August 13","-","Both sexes","Number","86"
"RIP02C01","RIP.ie death notices","2020M08D13","2020 August 13","1","Male","Number","40"
"RIP02C01","RIP.ie death notices","2020M08D13","2020 August 13","2","Female","Number","46"
"RIP02C01","RIP.ie death notices","2020M08D14","2020 August 14","-","Both sexes","Number","72"
"RIP02C01","RIP.ie death notices","2020M08D14","2020 August 14","1","Male","Number","32"
"RIP02C01","RIP.ie death notices","2020M08D14","2020 August 14","2","Female","Number","40"
"RIP02C01","RIP.ie death notices","2020M08D15","2020 August 15","-","Both sexes","Number","73"
"RIP02C01","RIP.ie death notices","2020M08D15","2020 August 15","1","Male","Number","32"
"RIP02C01","RIP.ie death notices","2020M08D15","2020 August 15","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2020M08D16","2020 August 16","-","Both sexes","Number","76"
"RIP02C01","RIP.ie death notices","2020M08D16","2020 August 16","1","Male","Number","34"
"RIP02C01","RIP.ie death notices","2020M08D16","2020 August 16","2","Female","Number","42"
"RIP02C01","RIP.ie death notices","2020M08D17","2020 August 17","-","Both sexes","Number","75"
"RIP02C01","RIP.ie death notices","2020M08D17","2020 August 17","1","Male","Number","46"
"RIP02C01","RIP.ie death notices","2020M08D17","2020 August 17","2","Female","Number","29"
"RIP02C01","RIP.ie death notices","2020M08D18","2020 August 18","-","Both sexes","Number","74"
"RIP02C01","RIP.ie death notices","2020M08D18","2020 August 18","1","Male","Number","37"
"RIP02C01","RIP.ie death notices","2020M08D18","2020 August 18","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2020M08D19","2020 August 19","-","Both sexes","Number","60"
"RIP02C01","RIP.ie death notices","2020M08D19","2020 August 19","1","Male","Number","38"
"RIP02C01","RIP.ie death notices","2020M08D19","2020 August 19","2","Female","Number","22"
"RIP02C01","RIP.ie death notices","2020M08D20","2020 August 20","-","Both sexes","Number","83"
"RIP02C01","RIP.ie death notices","2020M08D20","2020 August 20","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2020M08D20","2020 August 20","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2020M08D21","2020 August 21","-","Both sexes","Number","70"
"RIP02C01","RIP.ie death notices","2020M08D21","2020 August 21","1","Male","Number","35"
"RIP02C01","RIP.ie death notices","2020M08D21","2020 August 21","2","Female","Number","35"
"RIP02C01","RIP.ie death notices","2020M08D22","2020 August 22","-","Both sexes","Number","80"
"RIP02C01","RIP.ie death notices","2020M08D22","2020 August 22","1","Male","Number","40"
"RIP02C01","RIP.ie death notices","2020M08D22","2020 August 22","2","Female","Number","40"
"RIP02C01","RIP.ie death notices","2020M08D23","2020 August 23","-","Both sexes","Number","93"
"RIP02C01","RIP.ie death notices","2020M08D23","2020 August 23","1","Male","Number","48"
"RIP02C01","RIP.ie death notices","2020M08D23","2020 August 23","2","Female","Number","45"
"RIP02C01","RIP.ie death notices","2020M08D24","2020 August 24","-","Both sexes","Number","68"
"RIP02C01","RIP.ie death notices","2020M08D24","2020 August 24","1","Male","Number","32"
"RIP02C01","RIP.ie death notices","2020M08D24","2020 August 24","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2020M08D25","2020 August 25","-","Both sexes","Number","82"
"RIP02C01","RIP.ie death notices","2020M08D25","2020 August 25","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2020M08D25","2020 August 25","2","Female","Number","40"
"RIP02C01","RIP.ie death notices","2020M08D26","2020 August 26","-","Both sexes","Number","77"
"RIP02C01","RIP.ie death notices","2020M08D26","2020 August 26","1","Male","Number","36"
"RIP02C01","RIP.ie death notices","2020M08D26","2020 August 26","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2020M08D27","2020 August 27","-","Both sexes","Number","70"
"RIP02C01","RIP.ie death notices","2020M08D27","2020 August 27","1","Male","Number","35"
"RIP02C01","RIP.ie death notices","2020M08D27","2020 August 27","2","Female","Number","35"
"RIP02C01","RIP.ie death notices","2020M08D28","2020 August 28","-","Both sexes","Number","74"
"RIP02C01","RIP.ie death notices","2020M08D28","2020 August 28","1","Male","Number","34"
"RIP02C01","RIP.ie death notices","2020M08D28","2020 August 28","2","Female","Number","40"
"RIP02C01","RIP.ie death notices","2020M08D29","2020 August 29","-","Both sexes","Number","73"
"RIP02C01","RIP.ie death notices","2020M08D29","2020 August 29","1","Male","Number","34"
"RIP02C01","RIP.ie death notices","2020M08D29","2020 August 29","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M08D30","2020 August 30","-","Both sexes","Number","93"
"RIP02C01","RIP.ie death notices","2020M08D30","2020 August 30","1","Male","Number","55"
"RIP02C01","RIP.ie death notices","2020M08D30","2020 August 30","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2020M08D31","2020 August 31","-","Both sexes","Number","63"
"RIP02C01","RIP.ie death notices","2020M08D31","2020 August 31","1","Male","Number","32"
"RIP02C01","RIP.ie death notices","2020M08D31","2020 August 31","2","Female","Number","31"
"RIP02C01","RIP.ie death notices","2020M09D01","2020 September 01","-","Both sexes","Number","78"
"RIP02C01","RIP.ie death notices","2020M09D01","2020 September 01","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2020M09D01","2020 September 01","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2020M09D02","2020 September 02","-","Both sexes","Number","72"
"RIP02C01","RIP.ie death notices","2020M09D02","2020 September 02","1","Male","Number","38"
"RIP02C01","RIP.ie death notices","2020M09D02","2020 September 02","2","Female","Number","34"
"RIP02C01","RIP.ie death notices","2020M09D03","2020 September 03","-","Both sexes","Number","85"
"RIP02C01","RIP.ie death notices","2020M09D03","2020 September 03","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2020M09D03","2020 September 03","2","Female","Number","44"
"RIP02C01","RIP.ie death notices","2020M09D04","2020 September 04","-","Both sexes","Number","75"
"RIP02C01","RIP.ie death notices","2020M09D04","2020 September 04","1","Male","Number","38"
"RIP02C01","RIP.ie death notices","2020M09D04","2020 September 04","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2020M09D05","2020 September 05","-","Both sexes","Number","82"
"RIP02C01","RIP.ie death notices","2020M09D05","2020 September 05","1","Male","Number","43"
"RIP02C01","RIP.ie death notices","2020M09D05","2020 September 05","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M09D06","2020 September 06","-","Both sexes","Number","77"
"RIP02C01","RIP.ie death notices","2020M09D06","2020 September 06","1","Male","Number","30"
"RIP02C01","RIP.ie death notices","2020M09D06","2020 September 06","2","Female","Number","47"
"RIP02C01","RIP.ie death notices","2020M09D07","2020 September 07","-","Both sexes","Number","73"
"RIP02C01","RIP.ie death notices","2020M09D07","2020 September 07","1","Male","Number","43"
"RIP02C01","RIP.ie death notices","2020M09D07","2020 September 07","2","Female","Number","30"
"RIP02C01","RIP.ie death notices","2020M09D08","2020 September 08","-","Both sexes","Number","106"
"RIP02C01","RIP.ie death notices","2020M09D08","2020 September 08","1","Male","Number","65"
"RIP02C01","RIP.ie death notices","2020M09D08","2020 September 08","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2020M09D09","2020 September 09","-","Both sexes","Number","77"
"RIP02C01","RIP.ie death notices","2020M09D09","2020 September 09","1","Male","Number","43"
"RIP02C01","RIP.ie death notices","2020M09D09","2020 September 09","2","Female","Number","34"
"RIP02C01","RIP.ie death notices","2020M09D10","2020 September 10","-","Both sexes","Number","90"
"RIP02C01","RIP.ie death notices","2020M09D10","2020 September 10","1","Male","Number","40"
"RIP02C01","RIP.ie death notices","2020M09D10","2020 September 10","2","Female","Number","50"
"RIP02C01","RIP.ie death notices","2020M09D11","2020 September 11","-","Both sexes","Number","82"
"RIP02C01","RIP.ie death notices","2020M09D11","2020 September 11","1","Male","Number","40"
"RIP02C01","RIP.ie death notices","2020M09D11","2020 September 11","2","Female","Number","42"
"RIP02C01","RIP.ie death notices","2020M09D12","2020 September 12","-","Both sexes","Number","78"
"RIP02C01","RIP.ie death notices","2020M09D12","2020 September 12","1","Male","Number","31"
"RIP02C01","RIP.ie death notices","2020M09D12","2020 September 12","2","Female","Number","47"
"RIP02C01","RIP.ie death notices","2020M09D13","2020 September 13","-","Both sexes","Number","86"
"RIP02C01","RIP.ie death notices","2020M09D13","2020 September 13","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2020M09D13","2020 September 13","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2020M09D14","2020 September 14","-","Both sexes","Number","96"
"RIP02C01","RIP.ie death notices","2020M09D14","2020 September 14","1","Male","Number","52"
"RIP02C01","RIP.ie death notices","2020M09D14","2020 September 14","2","Female","Number","44"
"RIP02C01","RIP.ie death notices","2020M09D15","2020 September 15","-","Both sexes","Number","70"
"RIP02C01","RIP.ie death notices","2020M09D15","2020 September 15","1","Male","Number","32"
"RIP02C01","RIP.ie death notices","2020M09D15","2020 September 15","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2020M09D16","2020 September 16","-","Both sexes","Number","67"
"RIP02C01","RIP.ie death notices","2020M09D16","2020 September 16","1","Male","Number","38"
"RIP02C01","RIP.ie death notices","2020M09D16","2020 September 16","2","Female","Number","29"
"RIP02C01","RIP.ie death notices","2020M09D17","2020 September 17","-","Both sexes","Number","60"
"RIP02C01","RIP.ie death notices","2020M09D17","2020 September 17","1","Male","Number","34"
"RIP02C01","RIP.ie death notices","2020M09D17","2020 September 17","2","Female","Number","26"
"RIP02C01","RIP.ie death notices","2020M09D18","2020 September 18","-","Both sexes","Number","77"
"RIP02C01","RIP.ie death notices","2020M09D18","2020 September 18","1","Male","Number","32"
"RIP02C01","RIP.ie death notices","2020M09D18","2020 September 18","2","Female","Number","45"
"RIP02C01","RIP.ie death notices","2020M09D19","2020 September 19","-","Both sexes","Number","66"
"RIP02C01","RIP.ie death notices","2020M09D19","2020 September 19","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2020M09D19","2020 September 19","2","Female","Number","22"
"RIP02C01","RIP.ie death notices","2020M09D20","2020 September 20","-","Both sexes","Number","67"
"RIP02C01","RIP.ie death notices","2020M09D20","2020 September 20","1","Male","Number","35"
"RIP02C01","RIP.ie death notices","2020M09D20","2020 September 20","2","Female","Number","32"
"RIP02C01","RIP.ie death notices","2020M09D21","2020 September 21","-","Both sexes","Number","68"
"RIP02C01","RIP.ie death notices","2020M09D21","2020 September 21","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2020M09D21","2020 September 21","2","Female","Number","29"
"RIP02C01","RIP.ie death notices","2020M09D22","2020 September 22","-","Both sexes","Number","88"
"RIP02C01","RIP.ie death notices","2020M09D22","2020 September 22","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2020M09D22","2020 September 22","2","Female","Number","46"
"RIP02C01","RIP.ie death notices","2020M09D23","2020 September 23","-","Both sexes","Number","65"
"RIP02C01","RIP.ie death notices","2020M09D23","2020 September 23","1","Male","Number","32"
"RIP02C01","RIP.ie death notices","2020M09D23","2020 September 23","2","Female","Number","33"
"RIP02C01","RIP.ie death notices","2020M09D24","2020 September 24","-","Both sexes","Number","74"
"RIP02C01","RIP.ie death notices","2020M09D24","2020 September 24","1","Male","Number","40"
"RIP02C01","RIP.ie death notices","2020M09D24","2020 September 24","2","Female","Number","34"
"RIP02C01","RIP.ie death notices","2020M09D25","2020 September 25","-","Both sexes","Number","68"
"RIP02C01","RIP.ie death notices","2020M09D25","2020 September 25","1","Male","Number","35"
"RIP02C01","RIP.ie death notices","2020M09D25","2020 September 25","2","Female","Number","33"
"RIP02C01","RIP.ie death notices","2020M09D26","2020 September 26","-","Both sexes","Number","76"
"RIP02C01","RIP.ie death notices","2020M09D26","2020 September 26","1","Male","Number","35"
"RIP02C01","RIP.ie death notices","2020M09D26","2020 September 26","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2020M09D27","2020 September 27","-","Both sexes","Number","91"
"RIP02C01","RIP.ie death notices","2020M09D27","2020 September 27","1","Male","Number","40"
"RIP02C01","RIP.ie death notices","2020M09D27","2020 September 27","2","Female","Number","51"
"RIP02C01","RIP.ie death notices","2020M09D28","2020 September 28","-","Both sexes","Number","102"
"RIP02C01","RIP.ie death notices","2020M09D28","2020 September 28","1","Male","Number","55"
"RIP02C01","RIP.ie death notices","2020M09D28","2020 September 28","2","Female","Number","47"
"RIP02C01","RIP.ie death notices","2020M09D29","2020 September 29","-","Both sexes","Number","80"
"RIP02C01","RIP.ie death notices","2020M09D29","2020 September 29","1","Male","Number","40"
"RIP02C01","RIP.ie death notices","2020M09D29","2020 September 29","2","Female","Number","40"
"RIP02C01","RIP.ie death notices","2020M09D30","2020 September 30","-","Both sexes","Number","88"
"RIP02C01","RIP.ie death notices","2020M09D30","2020 September 30","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2020M09D30","2020 September 30","2","Female","Number","43"
"RIP02C01","RIP.ie death notices","2020M10D01","2020 October 01","-","Both sexes","Number","103"
"RIP02C01","RIP.ie death notices","2020M10D01","2020 October 01","1","Male","Number","63"
"RIP02C01","RIP.ie death notices","2020M10D01","2020 October 01","2","Female","Number","40"
"RIP02C01","RIP.ie death notices","2020M10D02","2020 October 02","-","Both sexes","Number","81"
"RIP02C01","RIP.ie death notices","2020M10D02","2020 October 02","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2020M10D02","2020 October 02","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2020M10D03","2020 October 03","-","Both sexes","Number","81"
"RIP02C01","RIP.ie death notices","2020M10D03","2020 October 03","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2020M10D03","2020 October 03","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2020M10D04","2020 October 04","-","Both sexes","Number","80"
"RIP02C01","RIP.ie death notices","2020M10D04","2020 October 04","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2020M10D04","2020 October 04","2","Female","Number","35"
"RIP02C01","RIP.ie death notices","2020M10D05","2020 October 05","-","Both sexes","Number","89"
"RIP02C01","RIP.ie death notices","2020M10D05","2020 October 05","1","Male","Number","46"
"RIP02C01","RIP.ie death notices","2020M10D05","2020 October 05","2","Female","Number","43"
"RIP02C01","RIP.ie death notices","2020M10D06","2020 October 06","-","Both sexes","Number","74"
"RIP02C01","RIP.ie death notices","2020M10D06","2020 October 06","1","Male","Number","43"
"RIP02C01","RIP.ie death notices","2020M10D06","2020 October 06","2","Female","Number","31"
"RIP02C01","RIP.ie death notices","2020M10D07","2020 October 07","-","Both sexes","Number","83"
"RIP02C01","RIP.ie death notices","2020M10D07","2020 October 07","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2020M10D07","2020 October 07","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2020M10D08","2020 October 08","-","Both sexes","Number","81"
"RIP02C01","RIP.ie death notices","2020M10D08","2020 October 08","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2020M10D08","2020 October 08","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2020M10D09","2020 October 09","-","Both sexes","Number","89"
"RIP02C01","RIP.ie death notices","2020M10D09","2020 October 09","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2020M10D09","2020 October 09","2","Female","Number","45"
"RIP02C01","RIP.ie death notices","2020M10D10","2020 October 10","-","Both sexes","Number","89"
"RIP02C01","RIP.ie death notices","2020M10D10","2020 October 10","1","Male","Number","50"
"RIP02C01","RIP.ie death notices","2020M10D10","2020 October 10","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M10D11","2020 October 11","-","Both sexes","Number","88"
"RIP02C01","RIP.ie death notices","2020M10D11","2020 October 11","1","Male","Number","50"
"RIP02C01","RIP.ie death notices","2020M10D11","2020 October 11","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2020M10D12","2020 October 12","-","Both sexes","Number","79"
"RIP02C01","RIP.ie death notices","2020M10D12","2020 October 12","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2020M10D12","2020 October 12","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2020M10D13","2020 October 13","-","Both sexes","Number","73"
"RIP02C01","RIP.ie death notices","2020M10D13","2020 October 13","1","Male","Number","46"
"RIP02C01","RIP.ie death notices","2020M10D13","2020 October 13","2","Female","Number","27"
"RIP02C01","RIP.ie death notices","2020M10D14","2020 October 14","-","Both sexes","Number","81"
"RIP02C01","RIP.ie death notices","2020M10D14","2020 October 14","1","Male","Number","43"
"RIP02C01","RIP.ie death notices","2020M10D14","2020 October 14","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2020M10D15","2020 October 15","-","Both sexes","Number","90"
"RIP02C01","RIP.ie death notices","2020M10D15","2020 October 15","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2020M10D15","2020 October 15","2","Female","Number","45"
"RIP02C01","RIP.ie death notices","2020M10D16","2020 October 16","-","Both sexes","Number","95"
"RIP02C01","RIP.ie death notices","2020M10D16","2020 October 16","1","Male","Number","53"
"RIP02C01","RIP.ie death notices","2020M10D16","2020 October 16","2","Female","Number","42"
"RIP02C01","RIP.ie death notices","2020M10D17","2020 October 17","-","Both sexes","Number","74"
"RIP02C01","RIP.ie death notices","2020M10D17","2020 October 17","1","Male","Number","32"
"RIP02C01","RIP.ie death notices","2020M10D17","2020 October 17","2","Female","Number","42"
"RIP02C01","RIP.ie death notices","2020M10D18","2020 October 18","-","Both sexes","Number","99"
"RIP02C01","RIP.ie death notices","2020M10D18","2020 October 18","1","Male","Number","59"
"RIP02C01","RIP.ie death notices","2020M10D18","2020 October 18","2","Female","Number","40"
"RIP02C01","RIP.ie death notices","2020M10D19","2020 October 19","-","Both sexes","Number","86"
"RIP02C01","RIP.ie death notices","2020M10D19","2020 October 19","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2020M10D19","2020 October 19","2","Female","Number","42"
"RIP02C01","RIP.ie death notices","2020M10D20","2020 October 20","-","Both sexes","Number","98"
"RIP02C01","RIP.ie death notices","2020M10D20","2020 October 20","1","Male","Number","50"
"RIP02C01","RIP.ie death notices","2020M10D20","2020 October 20","2","Female","Number","48"
"RIP02C01","RIP.ie death notices","2020M10D21","2020 October 21","-","Both sexes","Number","80"
"RIP02C01","RIP.ie death notices","2020M10D21","2020 October 21","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2020M10D21","2020 October 21","2","Female","Number","35"
"RIP02C01","RIP.ie death notices","2020M10D22","2020 October 22","-","Both sexes","Number","83"
"RIP02C01","RIP.ie death notices","2020M10D22","2020 October 22","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2020M10D22","2020 October 22","2","Female","Number","44"
"RIP02C01","RIP.ie death notices","2020M10D23","2020 October 23","-","Both sexes","Number","101"
"RIP02C01","RIP.ie death notices","2020M10D23","2020 October 23","1","Male","Number","47"
"RIP02C01","RIP.ie death notices","2020M10D23","2020 October 23","2","Female","Number","54"
"RIP02C01","RIP.ie death notices","2020M10D24","2020 October 24","-","Both sexes","Number","92"
"RIP02C01","RIP.ie death notices","2020M10D24","2020 October 24","1","Male","Number","38"
"RIP02C01","RIP.ie death notices","2020M10D24","2020 October 24","2","Female","Number","54"
"RIP02C01","RIP.ie death notices","2020M10D25","2020 October 25","-","Both sexes","Number","81"
"RIP02C01","RIP.ie death notices","2020M10D25","2020 October 25","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2020M10D25","2020 October 25","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M10D26","2020 October 26","-","Both sexes","Number","88"
"RIP02C01","RIP.ie death notices","2020M10D26","2020 October 26","1","Male","Number","47"
"RIP02C01","RIP.ie death notices","2020M10D26","2020 October 26","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2020M10D27","2020 October 27","-","Both sexes","Number","100"
"RIP02C01","RIP.ie death notices","2020M10D27","2020 October 27","1","Male","Number","57"
"RIP02C01","RIP.ie death notices","2020M10D27","2020 October 27","2","Female","Number","43"
"RIP02C01","RIP.ie death notices","2020M10D28","2020 October 28","-","Both sexes","Number","77"
"RIP02C01","RIP.ie death notices","2020M10D28","2020 October 28","1","Male","Number","46"
"RIP02C01","RIP.ie death notices","2020M10D28","2020 October 28","2","Female","Number","31"
"RIP02C01","RIP.ie death notices","2020M10D29","2020 October 29","-","Both sexes","Number","81"
"RIP02C01","RIP.ie death notices","2020M10D29","2020 October 29","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2020M10D29","2020 October 29","2","Female","Number","40"
"RIP02C01","RIP.ie death notices","2020M10D30","2020 October 30","-","Both sexes","Number","105"
"RIP02C01","RIP.ie death notices","2020M10D30","2020 October 30","1","Male","Number","55"
"RIP02C01","RIP.ie death notices","2020M10D30","2020 October 30","2","Female","Number","50"
"RIP02C01","RIP.ie death notices","2020M10D31","2020 October 31","-","Both sexes","Number","108"
"RIP02C01","RIP.ie death notices","2020M10D31","2020 October 31","1","Male","Number","49"
"RIP02C01","RIP.ie death notices","2020M10D31","2020 October 31","2","Female","Number","59"
"RIP02C01","RIP.ie death notices","2020M11D01","2020 November 01","-","Both sexes","Number","78"
"RIP02C01","RIP.ie death notices","2020M11D01","2020 November 01","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2020M11D01","2020 November 01","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2020M11D02","2020 November 02","-","Both sexes","Number","80"
"RIP02C01","RIP.ie death notices","2020M11D02","2020 November 02","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2020M11D02","2020 November 02","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2020M11D03","2020 November 03","-","Both sexes","Number","68"
"RIP02C01","RIP.ie death notices","2020M11D03","2020 November 03","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2020M11D03","2020 November 03","2","Female","Number","26"
"RIP02C01","RIP.ie death notices","2020M11D04","2020 November 04","-","Both sexes","Number","74"
"RIP02C01","RIP.ie death notices","2020M11D04","2020 November 04","1","Male","Number","47"
"RIP02C01","RIP.ie death notices","2020M11D04","2020 November 04","2","Female","Number","27"
"RIP02C01","RIP.ie death notices","2020M11D05","2020 November 05","-","Both sexes","Number","92"
"RIP02C01","RIP.ie death notices","2020M11D05","2020 November 05","1","Male","Number","54"
"RIP02C01","RIP.ie death notices","2020M11D05","2020 November 05","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2020M11D06","2020 November 06","-","Both sexes","Number","85"
"RIP02C01","RIP.ie death notices","2020M11D06","2020 November 06","1","Male","Number","52"
"RIP02C01","RIP.ie death notices","2020M11D06","2020 November 06","2","Female","Number","33"
"RIP02C01","RIP.ie death notices","2020M11D07","2020 November 07","-","Both sexes","Number","84"
"RIP02C01","RIP.ie death notices","2020M11D07","2020 November 07","1","Male","Number","43"
"RIP02C01","RIP.ie death notices","2020M11D07","2020 November 07","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2020M11D08","2020 November 08","-","Both sexes","Number","84"
"RIP02C01","RIP.ie death notices","2020M11D08","2020 November 08","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2020M11D08","2020 November 08","2","Female","Number","43"
"RIP02C01","RIP.ie death notices","2020M11D09","2020 November 09","-","Both sexes","Number","82"
"RIP02C01","RIP.ie death notices","2020M11D09","2020 November 09","1","Male","Number","36"
"RIP02C01","RIP.ie death notices","2020M11D09","2020 November 09","2","Female","Number","46"
"RIP02C01","RIP.ie death notices","2020M11D10","2020 November 10","-","Both sexes","Number","105"
"RIP02C01","RIP.ie death notices","2020M11D10","2020 November 10","1","Male","Number","53"
